date,brand,product_type,skin_type,hair_type,country,sales_channel,units_sold,unit_price_usd,cost_usd,discount_pct,marketing_spend_usd,on_promotion,customer_rating,returns_units,stock_level,revenue_usd,profit_usd
2025-10-15,Rexona,Face Cream,Normal,Curly,Chile,Online,4206,7.67,4.94,23.44,1454.6,1,4.81,70,12410,32260.02,10027.78
2025-10-16,Axe,Conditioner,Normal,Straight,Mexico,Pharmacy,5414,11.52,1.61,21.78,5929.47,0,3.47,133,2928,62369.28,47723.27
2025-10-17,TRESemmé,Shampoo,Normal,Wavy,Chile,Online,2660,16.46,7.3,3.87,4798.46,0,3.78,104,6888,43783.6,19567.14
2025-10-18,Axe,Conditioner,Normal,Wavy,Brazil,Pharmacy,4133,4.28,8.37,30.01,3673.91,0,3.66,7,6464,17689.24,-20577.88
2025-10-19,Rexona,Hair Mask,Sensitive,Straight,Chile,Pharmacy,5481,6.76,8.18,5.79,1910.74,0,4.53,127,15070,37051.56,-9693.76
2025-10-20,Axe,Shampoo,Dry,Coily,Mexico,Online,533,11.52,2.9,24.27,2929.89,1,4.46,17,7636,6140.16,1664.57
2025-10-21,Sedal,Hair Mask,Normal,Wavy,Chile,Online,3640,17.83,7.22,28.45,5200.5,1,4.09,48,18332,64901.2,33419.9
2025-10-22,Dove,Hair Mask,Normal,Coily,Mexico,Supermarket,4539,10.9,5.56,30.01,675.96,1,3.69,59,22754,49475.1,23562.3
2025-10-23,Lux,Face Cream,Sensitive,Wavy,Argentina,Wholesale,3446,9.88,2.19,11.96,4955.71,0,4.25,53,9206,34046.48,21544.03
2025-10-24,Lux,Deodorant,Oily,Curly,Brazil,Wholesale,550,14.84,7.91,12.11,2417.33,0,4.01,53,14290,8162.0,1394.17
2025-10-25,Axe,Shampoo,Combination,Straight,Argentina,Wholesale,3472,14.79,4.92,23.85,6034.62,0,3.39,50,1554,51350.88,28234.02
2025-10-26,Axe,Conditioner,Normal,Curly,Colombia,Supermarket,3300,5.68,2.84,1.13,1538.81,0,4.41,23,11323,18744.0,7833.19
2025-10-27,Sedal,Hair Mask,Normal,Wavy,Mexico,Wholesale,3361,12.95,4.27,26.94,5198.16,0,4.12,1,16402,43524.95,23975.32
2025-10-28,Axe,Shampoo,Combination,Wavy,Argentina,Supermarket,231,16.02,4.72,21.91,2479.76,1,4.12,40,22041,3700.62,130.54
2025-10-29,Rexona,Conditioner,Combination,Coily,Chile,Pharmacy,4485,16.31,9.01,34.34,2951.09,1,4.28,110,11079,73150.35,29789.41
2025-10-30,TRESemmé,Hair Mask,Combination,Coily,Colombia,Supermarket,2501,6.91,8.71,21.57,213.12,0,3.47,81,15743,17281.91,-4714.92
2025-10-31,Sedal,Deodorant,Normal,Straight,Colombia,Wholesale,4576,17.79,7.38,10.41,2935.76,1,3.52,66,20089,81407.04,44700.4
2025-11-01,Dove,Deodorant,Normal,Wavy,Colombia,Online,412,14.08,3.45,4.02,2771.75,1,3.6,142,12038,5800.96,1607.81
2025-11-02,TRESemmé,Shampoo,Combination,Curly,Colombia,Pharmacy,3290,10.63,8.66,31.3,485.73,1,4.31,16,984,34972.7,5995.57
2025-11-03,Axe,Hair Mask,Dry,Straight,Colombia,Online,239,4.46,1.32,32.71,5755.99,1,3.97,9,11805,1065.94,-5005.53
2025-11-04,Dove,Hair Mask,Sensitive,Curly,Brazil,Pharmacy,428,15.09,5.03,28.82,4689.09,0,4.6,3,22961,6458.52,-383.41
2025-11-05,Axe,Hair Mask,Sensitive,Coily,Argentina,Online,5292,6.84,8.6,25.46,721.89,0,4.13,74,13835,36197.28,-10035.81
2025-11-06,TRESemmé,Face Cream,Oily,Coily,Argentina,Online,3469,13.75,3.99,0.26,2476.81,1,3.43,16,19642,47698.75,31380.63
2025-11-07,Axe,Face Cream,Dry,Coily,Mexico,Online,3783,8.13,2.8,8.63,4167.66,0,4.18,26,19340,30755.79,15995.73
2025-11-08,Sedal,Deodorant,Dry,Straight,Brazil,Wholesale,3185,10.4,6.0,33.28,6030.75,1,4.57,20,23698,33124.0,7983.25
2025-11-09,TRESemmé,Conditioner,Normal,Curly,Brazil,Online,3486,14.15,3.3,26.83,3104.3,1,3.48,11,16218,49326.9,34718.8
2025-11-10,Sedal,Body Wash,Normal,Straight,Mexico,Wholesale,436,12.03,3.13,0.26,3560.81,0,3.58,44,13753,5245.08,319.59
2025-11-11,Axe,Shampoo,Dry,Wavy,Colombia,Online,1110,5.64,8.01,26.0,5937.96,0,4.43,140,328,6260.4,-8568.66
2025-11-12,Dove,Face Cream,Sensitive,Straight,Mexico,Online,3214,12.82,3.02,34.87,1178.65,1,3.25,37,15606,41203.48,30318.55
2025-11-13,Dove,Shampoo,Sensitive,Wavy,Argentina,Wholesale,5594,3.23,2.12,20.42,5300.82,0,4.67,43,24870,18068.62,908.52
2025-11-14,Axe,Shampoo,Sensitive,Curly,Colombia,Pharmacy,3563,14.95,6.44,12.48,5133.56,0,3.91,27,18935,53266.85,25187.57
2025-11-15,Lux,Conditioner,Dry,Coily,Argentina,Pharmacy,3155,15.0,2.18,17.31,4648.06,0,3.28,82,4843,47325.0,35799.04
2025-11-16,Axe,Deodorant,Oily,Coily,Colombia,Pharmacy,1392,6.64,4.09,21.39,5465.01,1,3.36,6,416,9242.88,-1915.41
2025-11-17,Axe,Conditioner,Combination,Straight,Chile,Online,525,10.98,3.09,0.01,3197.28,1,4.84,96,11617,5764.5,944.97
2025-11-18,Sedal,Body Wash,Dry,Curly,Colombia,Wholesale,1862,3.63,3.73,6.83,3946.17,1,3.46,5,16425,6759.06,-4132.37
2025-11-19,Lux,Shampoo,Sensitive,Wavy,Argentina,Supermarket,3780,10.67,7.73,18.14,6464.91,0,3.99,90,9531,40332.6,4648.29
2025-11-20,Lux,Shampoo,Sensitive,Wavy,Chile,Online,5568,9.06,8.26,31.3,564.76,1,4.25,28,15802,50446.08,3889.64
2025-11-21,TRESemmé,Shampoo,Combination,Wavy,Chile,Supermarket,3824,10.42,6.57,0.1,3411.45,1,4.19,59,17353,39846.08,11310.95
2025-11-22,Rexona,Face Cream,Sensitive,Curly,Argentina,Supermarket,2071,7.21,1.63,15.46,5195.11,1,3.8,21,6598,14931.91,6361.07
2025-11-23,TRESemmé,Face Cream,Sensitive,Wavy,Brazil,Online,1876,5.6,2.65,11.57,4359.56,0,4.88,49,8010,10505.6,1174.64
2025-11-24,Rexona,Face Cream,Dry,Coily,Chile,Wholesale,5029,10.8,7.88,13.65,6277.2,1,3.82,141,10798,54313.2,8407.48
2025-11-25,Dove,Deodorant,Combination,Coily,Colombia,Supermarket,1334,6.48,7.13,21.37,2543.93,1,4.26,68,6161,8644.32,-3411.03
2025-11-26,Lux,Face Cream,Combination,Coily,Argentina,Online,2352,14.78,8.48,34.45,5453.54,0,3.88,61,20013,34762.56,9364.06
2025-11-27,Dove,Conditioner,Normal,Wavy,Brazil,Supermarket,1760,14.34,6.13,20.7,997.87,0,3.65,66,4045,25238.4,13451.73
2025-11-28,Dove,Hair Mask,Combination,Wavy,Chile,Wholesale,5264,3.82,2.53,12.96,5546.28,1,3.8,14,16424,20108.48,1244.28
2025-11-29,Lux,Shampoo,Sensitive,Straight,Argentina,Online,478,7.64,5.24,26.28,1614.11,1,3.67,4,6550,3651.92,-466.91
2025-11-30,Dove,Conditioner,Normal,Wavy,Mexico,Pharmacy,182,16.62,1.75,29.85,1697.62,0,4.32,7,505,3024.84,1008.72
2025-12-01,TRESemmé,Deodorant,Combination,Straight,Colombia,Online,5114,17.8,3.58,4.13,1919.53,1,4.21,34,12829,91029.2,70801.55
2025-12-02,Sedal,Face Cream,Combination,Curly,Chile,Online,2817,7.74,5.82,4.53,3853.52,1,4.3,1,18958,21803.58,1555.12
2025-12-03,Lux,Deodorant,Normal,Curly,Argentina,Online,5108,14.51,3.32,17.28,4816.2,1,4.55,84,16835,74117.08,52342.32
2025-12-04,Lux,Shampoo,Sensitive,Wavy,Argentina,Supermarket,5231,11.66,3.4,25.59,2777.02,0,3.95,57,17407,60993.46,40431.04
2025-12-05,TRESemmé,Body Wash,Combination,Curly,Argentina,Pharmacy,5450,13.24,6.42,5.9,1146.5,0,3.42,51,7108,72158.0,36022.5
2025-12-06,Axe,Hair Mask,Oily,Curly,Chile,Online,3284,14.61,4.26,13.17,4916.88,1,3.5,126,17754,47979.24,29072.52
2025-12-07,TRESemmé,Face Cream,Normal,Wavy,Brazil,Online,551,9.09,2.54,19.74,1533.55,0,3.26,146,9300,5008.59,2075.5
2025-12-08,Axe,Body Wash,Oily,Straight,Chile,Wholesale,1844,8.5,9.08,15.98,1428.59,1,4.35,49,4144,15674.0,-2498.11
2025-12-09,Rexona,Shampoo,Sensitive,Straight,Mexico,Supermarket,2582,11.39,8.02,12.53,2392.28,1,4.07,47,8989,29408.98,6309.06
2025-12-10,Sedal,Deodorant,Oily,Straight,Colombia,Wholesale,3039,3.26,7.74,1.09,958.64,0,4.0,74,18725,9907.14,-14573.36
2025-12-11,Dove,Hair Mask,Dry,Straight,Argentina,Wholesale,3476,13.15,4.15,29.35,603.02,0,4.84,84,11521,45709.4,30680.98
2025-12-12,Rexona,Hair Mask,Oily,Wavy,Mexico,Supermarket,3483,13.58,7.02,10.29,2326.52,1,3.24,13,15419,47299.14,20521.96
2025-12-13,Rexona,Deodorant,Sensitive,Wavy,Argentina,Pharmacy,291,9.9,1.96,25.82,3173.37,1,4.36,146,17801,2880.9,-862.83
2025-12-14,TRESemmé,Conditioner,Oily,Wavy,Brazil,Online,2579,11.48,4.49,14.35,1767.66,1,3.22,87,14321,29606.92,16259.55
2025-12-15,TRESemmé,Conditioner,Sensitive,Straight,Colombia,Online,3162,10.95,2.72,30.39,2984.7,0,4.05,58,8015,34623.9,23038.56
2025-12-16,TRESemmé,Conditioner,Normal,Curly,Argentina,Online,86,3.86,2.45,27.35,4819.83,0,4.71,67,1636,331.96,-4698.57
2025-12-17,Sedal,Shampoo,Combination,Straight,Colombia,Pharmacy,2738,4.3,6.94,7.11,1543.45,0,3.44,30,10174,11773.4,-8771.77
2025-12-18,Dove,Deodorant,Sensitive,Curly,Argentina,Supermarket,5135,10.55,5.47,34.54,5845.75,1,4.06,130,20690,54174.25,20240.05
2025-12-19,Dove,Body Wash,Combination,Curly,Chile,Online,4130,16.03,4.55,19.5,1122.39,1,4.24,111,5873,66203.9,46290.01
2025-12-20,Sedal,Face Cream,Normal,Wavy,Colombia,Wholesale,2573,14.26,8.39,17.81,4233.08,0,3.93,107,21320,36690.98,10870.43
2025-12-21,TRESemmé,Shampoo,Normal,Curly,Chile,Online,798,5.42,7.02,12.05,4880.87,0,4.53,40,2822,4325.16,-6157.67
2025-12-22,Rexona,Hair Mask,Oily,Coily,Mexico,Supermarket,5818,9.2,3.76,18.7,2652.09,0,4.12,34,4560,53525.6,28997.83
2025-12-23,Rexona,Deodorant,Oily,Curly,Argentina,Online,1270,16.89,7.23,17.52,3589.05,1,4.16,42,8989,21450.3,8679.15
2025-12-24,Lux,Hair Mask,Dry,Coily,Chile,Supermarket,4173,15.98,4.44,27.86,4874.3,0,3.51,42,18284,66684.54,43282.12
2025-12-25,Rexona,Hair Mask,Sensitive,Curly,Colombia,Pharmacy,1604,7.92,4.86,3.62,1558.32,0,4.68,133,7215,12703.68,3349.92
2025-12-26,Lux,Hair Mask,Dry,Straight,Argentina,Pharmacy,738,12.92,3.89,30.72,305.47,0,4.32,86,7850,9534.96,6358.67
2025-12-27,Axe,Shampoo,Dry,Wavy,Chile,Pharmacy,4637,10.5,9.02,0.34,2495.62,0,3.27,86,17540,48688.5,4367.14
2025-12-28,Lux,Shampoo,Combination,Coily,Colombia,Online,745,15.8,7.31,30.19,2365.62,1,4.3,29,14768,11771.0,3959.43
2025-12-29,Lux,Conditioner,Dry,Wavy,Mexico,Online,1308,6.9,4.85,31.53,5796.8,1,3.93,140,7114,9025.2,-3115.4
2025-12-30,TRESemmé,Deodorant,Combination,Wavy,Colombia,Pharmacy,5692,16.37,2.89,24.12,5054.62,1,4.4,45,8374,93178.04,71673.54
2025-12-31,Sedal,Face Cream,Normal,Straight,Mexico,Online,3371,4.45,2.05,24.6,1710.4,1,3.57,24,19665,15000.95,6380.0
2026-01-01,TRESemmé,Body Wash,Normal,Coily,Mexico,Pharmacy,2967,3.48,7.81,27.9,224.02,1,3.88,9,20107,10325.16,-13071.13
2026-01-02,Axe,Deodorant,Combination,Wavy,Brazil,Supermarket,2101,3.71,2.66,22.53,1810.07,0,4.34,91,13354,7794.71,395.98
2026-01-03,TRESemmé,Deodorant,Oily,Curly,Argentina,Wholesale,3693,11.82,7.87,16.77,2350.88,1,3.62,86,11544,43651.26,12236.47
2026-01-04,Rexona,Conditioner,Dry,Curly,Chile,Online,2935,10.52,3.27,11.35,1360.0,1,3.67,139,21493,30876.2,19918.75
2026-01-05,TRESemmé,Face Cream,Combination,Coily,Chile,Supermarket,4886,17.21,4.59,19.11,2591.59,1,4.64,54,9501,84088.06,59069.73
2026-01-06,Dove,Deodorant,Combination,Curly,Colombia,Pharmacy,4024,15.56,7.41,1.72,2929.32,0,3.38,139,18772,62613.44,29866.28
2026-01-07,Axe,Hair Mask,Sensitive,Wavy,Brazil,Supermarket,2827,3.18,4.38,31.45,5730.02,0,4.35,55,1716,8989.86,-9122.42
2026-01-08,Rexona,Body Wash,Sensitive,Curly,Chile,Wholesale,175,8.43,5.9,6.37,3666.04,1,4.5,147,21820,1475.25,-3223.29
2026-01-09,Rexona,Shampoo,Dry,Curly,Colombia,Wholesale,3407,7.14,2.54,20.15,1846.85,0,4.89,143,2663,24325.98,13825.35
2026-01-10,Lux,Face Cream,Sensitive,Curly,Chile,Wholesale,4585,17.04,2.32,10.65,6420.13,0,4.27,46,18218,78128.4,61071.07
2026-01-11,Sedal,Face Cream,Sensitive,Wavy,Mexico,Supermarket,2466,12.18,8.82,4.45,6121.66,1,3.98,132,7052,30035.88,2164.1
2026-01-12,Rexona,Conditioner,Normal,Wavy,Chile,Online,2129,13.1,5.0,31.41,703.29,1,3.46,39,13903,27889.9,16541.61
2026-01-13,Dove,Hair Mask,Sensitive,Curly,Brazil,Supermarket,2566,17.91,5.63,30.2,1318.2,0,4.64,56,1040,45957.06,30192.28
2026-01-14,Rexona,Deodorant,Dry,Curly,Mexico,Supermarket,5376,7.24,5.77,8.59,4868.07,0,4.07,33,5578,38922.24,3034.65
2026-01-15,Lux,Conditioner,Sensitive,Curly,Argentina,Wholesale,4723,11.32,5.19,34.36,1459.53,0,3.88,37,22999,53464.36,27492.46
2026-01-16,Sedal,Deodorant,Sensitive,Coily,Mexico,Pharmacy,596,17.36,8.84,17.72,4505.41,0,3.66,145,17854,10346.56,572.51
2026-01-17,Dove,Face Cream,Oily,Straight,Argentina,Wholesale,3944,9.56,2.74,11.26,3284.93,0,4.91,20,8296,37704.64,23613.15
2026-01-18,Dove,Face Cream,Oily,Wavy,Brazil,Wholesale,1612,8.85,9.08,26.6,2965.54,1,4.4,117,18811,14266.2,-3336.3
2026-01-19,Axe,Face Cream,Dry,Wavy,Argentina,Online,161,4.91,5.62,32.41,801.07,1,4.7,9,9634,790.51,-915.38
2026-01-20,Sedal,Shampoo,Dry,Curly,Chile,Pharmacy,1823,7.91,1.71,2.38,5568.67,1,3.3,9,21737,14419.93,5733.93
2026-01-21,Rexona,Face Cream,Sensitive,Coily,Chile,Wholesale,2652,2.95,2.29,17.02,1874.6,0,3.36,144,9724,7823.4,-124.28
2026-01-22,Dove,Conditioner,Oily,Wavy,Argentina,Pharmacy,3804,4.61,3.91,8.0,3800.12,1,3.33,64,19708,17536.44,-1137.32
2026-01-23,Rexona,Conditioner,Normal,Straight,Argentina,Supermarket,581,12.9,8.03,14.49,3940.15,1,4.93,97,22868,7494.9,-1110.68
2026-01-24,Dove,Hair Mask,Normal,Coily,Argentina,Wholesale,2162,11.47,5.88,2.79,345.46,1,4.83,56,5761,24798.14,11740.12
2026-01-25,Dove,Hair Mask,Normal,Coily,Brazil,Pharmacy,5564,14.45,6.76,13.32,5072.5,0,4.2,106,17467,80399.8,37714.66
2026-01-26,Lux,Face Cream,Normal,Coily,Chile,Pharmacy,418,17.12,4.14,16.31,3668.86,0,3.28,132,5344,7156.16,1756.78
2026-01-27,Lux,Conditioner,Normal,Curly,Brazil,Wholesale,1277,15.67,9.32,10.52,1909.56,1,3.6,29,9217,20010.59,6199.39
2026-01-28,Lux,Conditioner,Combination,Coily,Brazil,Wholesale,1072,3.82,7.26,8.83,1698.15,1,3.38,49,13347,4095.04,-5385.83
2026-01-29,TRESemmé,Deodorant,Oily,Curly,Argentina,Wholesale,3200,5.29,6.23,29.12,5667.81,0,4.2,106,20497,16928.0,-8675.81
2026-01-30,TRESemmé,Face Cream,Dry,Straight,Chile,Wholesale,2309,7.61,5.49,32.82,3806.08,0,3.29,9,23696,17571.49,1089.0
2026-01-31,Sedal,Face Cream,Dry,Straight,Brazil,Pharmacy,1018,13.7,7.8,31.93,599.18,1,4.95,148,12838,13946.6,5407.02
2026-02-01,TRESemmé,Face Cream,Sensitive,Straight,Argentina,Wholesale,3869,10.63,3.94,22.9,4494.15,0,3.83,16,22015,41127.47,21389.46
2026-02-02,Axe,Shampoo,Sensitive,Coily,Chile,Supermarket,5705,3.74,4.03,19.21,5107.04,1,4.33,38,23547,21336.7,-6761.49
2026-02-03,Lux,Deodorant,Normal,Coily,Chile,Supermarket,2710,9.02,3.36,28.36,3062.88,1,4.49,11,13092,24444.2,12275.72
2026-02-04,Dove,Face Cream,Combination,Wavy,Brazil,Supermarket,83,5.73,1.29,12.3,4900.84,1,4.46,24,4892,475.59,-4532.32
2026-02-05,Sedal,Shampoo,Dry,Wavy,Mexico,Wholesale,5634,11.95,1.21,0.11,5276.99,0,3.2,26,14741,67326.3,55232.17
2026-02-06,Rexona,Shampoo,Dry,Curly,Mexico,Online,612,11.97,9.16,19.85,5624.45,0,4.71,111,3252,7325.64,-3904.73
2026-02-07,Dove,Face Cream,Dry,Coily,Chile,Pharmacy,1010,4.8,6.9,20.23,3831.12,1,4.69,43,24900,4848.0,-5952.12
2026-02-08,Rexona,Conditioner,Combination,Coily,Brazil,Online,3473,17.87,2.07,6.2,4618.83,0,4.58,67,20613,62062.51,50254.57
2026-02-09,Axe,Deodorant,Dry,Straight,Chile,Wholesale,3050,6.9,8.09,5.79,5774.45,0,4.41,17,23038,21045.0,-9403.95
2026-02-10,Rexona,Body Wash,Normal,Curly,Brazil,Wholesale,5044,9.93,3.16,17.01,6277.4,1,4.18,113,9713,50086.92,27870.48
2026-02-11,Axe,Shampoo,Normal,Wavy,Chile,Online,652,4.66,6.63,4.67,4591.43,0,4.73,68,1939,3038.32,-5875.87
2026-02-12,Rexona,Body Wash,Combination,Coily,Argentina,Wholesale,720,4.77,2.36,30.73,1893.0,1,3.81,72,8761,3434.4,-157.8
2026-02-13,TRESemmé,Shampoo,Oily,Straight,Argentina,Online,5911,9.35,2.79,8.53,683.65,1,3.83,24,1360,55267.85,38092.51
2026-02-14,Dove,Shampoo,Dry,Straight,Colombia,Wholesale,3318,12.56,2.48,19.07,1825.38,1,3.31,101,23512,41674.08,31620.06
2026-02-15,TRESemmé,Conditioner,Combination,Straight,Colombia,Supermarket,1627,10.91,9.08,18.77,3637.28,0,4.1,20,16270,17750.57,-659.87
2026-02-16,Sedal,Hair Mask,Normal,Straight,Argentina,Supermarket,2203,5.53,2.71,7.4,5259.41,1,4.57,32,4065,12182.59,953.05
2026-02-17,Sedal,Hair Mask,Dry,Straight,Brazil,Wholesale,497,14.37,8.7,25.41,502.66,0,4.25,48,17076,7141.89,2315.33
2026-02-18,Rexona,Deodorant,Normal,Curly,Brazil,Wholesale,4838,15.93,8.9,30.46,1625.53,1,4.11,115,542,77069.34,32385.61
2026-02-19,Lux,Hair Mask,Normal,Coily,Argentina,Wholesale,5769,6.69,4.85,26.7,2200.73,0,4.9,67,14347,38594.61,8414.23
2026-02-20,Sedal,Shampoo,Combination,Curly,Colombia,Supermarket,5367,3.19,4.47,14.31,4911.68,1,4.86,77,8029,17120.73,-11781.44
2026-02-21,Rexona,Conditioner,Oily,Coily,Mexico,Pharmacy,3725,5.88,6.26,2.87,3786.99,1,4.72,129,11845,21903.0,-5202.49
2026-02-22,Sedal,Face Cream,Oily,Straight,Chile,Supermarket,3888,4.04,7.47,10.26,3904.86,1,4.28,3,9709,15707.52,-17240.7
2026-02-23,Axe,Shampoo,Sensitive,Wavy,Colombia,Supermarket,439,6.72,1.39,28.98,5861.73,1,3.5,85,20574,2950.08,-3521.86
2026-02-24,Dove,Face Cream,Dry,Wavy,Chile,Online,2634,11.28,3.15,14.83,4052.34,0,3.54,132,1848,29711.52,17362.08
2026-02-25,Lux,Conditioner,Sensitive,Wavy,Colombia,Wholesale,4802,3.51,8.69,4.63,2857.93,0,4.93,115,18716,16855.02,-27732.29
2026-02-26,Sedal,Hair Mask,Oily,Coily,Chile,Online,2064,4.22,8.97,28.57,4364.93,1,4.22,85,2153,8710.08,-14168.93
2026-02-27,Lux,Shampoo,Combination,Curly,Colombia,Online,5352,17.07,6.24,19.68,220.49,1,3.6,122,7179,91358.64,57741.67
2026-02-28,Sedal,Face Cream,Normal,Straight,Mexico,Wholesale,5326,5.05,3.64,26.68,5227.64,1,4.66,149,17646,26896.3,2282.02
2026-03-01,Lux,Shampoo,Sensitive,Curly,Argentina,Wholesale,2801,15.75,5.84,8.34,4265.4,0,4.28,137,10198,44115.75,23492.51
2026-03-02,Dove,Shampoo,Normal,Curly,Chile,Pharmacy,1570,14.97,5.92,1.57,5760.77,1,4.11,54,2793,23502.9,8447.73
2026-03-03,TRESemmé,Deodorant,Oily,Wavy,Brazil,Pharmacy,3041,13.74,8.55,2.13,4550.04,0,4.24,117,376,41783.34,11232.75
2026-03-04,Sedal,Body Wash,Combination,Coily,Chile,Supermarket,1673,11.26,7.46,33.55,2701.43,1,4.14,133,7589,18837.98,3655.97
2026-03-05,TRESemmé,Deodorant,Combination,Straight,Chile,Pharmacy,3821,14.47,3.0,21.34,5324.67,1,4.2,43,14103,55289.87,38502.2
2026-03-06,Dove,Face Cream,Oily,Wavy,Argentina,Online,5892,15.5,4.22,3.93,2478.44,0,3.78,116,20770,91326.0,63983.32
2026-03-07,Lux,Hair Mask,Dry,Straight,Colombia,Wholesale,1718,14.7,5.35,22.66,3658.29,1,4.99,48,19646,25254.6,12405.01
2026-03-08,Dove,Hair Mask,Oily,Curly,Brazil,Pharmacy,5224,16.08,7.58,16.48,5809.41,0,4.43,101,7953,84001.92,38594.59
2026-03-09,Axe,Conditioner,Normal,Curly,Argentina,Wholesale,4974,8.19,5.76,14.87,5494.12,0,3.36,31,2300,40737.06,6592.7
2026-03-10,Axe,Shampoo,Combination,Straight,Argentina,Wholesale,4157,11.33,1.93,2.66,4642.13,0,3.42,87,15129,47098.81,34433.67
2026-03-11,Lux,Conditioner,Dry,Coily,Argentina,Pharmacy,3741,7.25,5.35,4.35,5099.52,1,4.94,133,17267,27122.25,2008.38
2026-03-12,Sedal,Shampoo,Oily,Straight,Colombia,Supermarket,3796,15.68,3.66,22.78,5816.82,1,3.52,80,14632,59521.28,39811.1
2026-03-13,Axe,Hair Mask,Combination,Wavy,Chile,Pharmacy,346,2.61,7.85,33.61,3553.3,1,4.32,111,23638,903.06,-5366.34
2026-03-14,Dove,Hair Mask,Sensitive,Wavy,Mexico,Supermarket,2084,7.14,7.21,8.61,3405.11,1,4.96,117,2157,14879.76,-3550.99
2026-03-15,Sedal,Hair Mask,Sensitive,Straight,Brazil,Pharmacy,2056,3.04,6.75,31.91,3654.48,0,3.87,81,9838,6250.24,-11282.24
2026-03-16,Dove,Face Cream,Normal,Wavy,Colombia,Supermarket,4893,2.65,2.83,0.92,5343.94,0,3.9,144,8194,12966.45,-6224.68
2026-03-17,Rexona,Shampoo,Sensitive,Wavy,Mexico,Supermarket,5974,15.65,5.46,20.23,414.62,0,4.36,120,16480,93493.1,60460.44
2026-03-18,Axe,Face Cream,Sensitive,Wavy,Colombia,Supermarket,1858,13.72,6.75,12.43,660.57,1,3.29,77,7695,25491.76,12289.69
2026-03-19,Axe,Face Cream,Normal,Curly,Chile,Online,2837,3.99,8.31,22.01,4126.19,1,3.64,92,8261,11319.63,-16382.03
2026-03-20,Axe,Body Wash,Oily,Straight,Colombia,Wholesale,3683,16.5,7.55,7.83,554.25,0,3.54,141,6031,60769.5,32408.6
2026-03-21,Sedal,Hair Mask,Oily,Coily,Colombia,Supermarket,5530,16.05,9.11,10.09,4225.84,0,4.3,54,9681,88756.5,34152.36
2026-03-22,Lux,Shampoo,Dry,Wavy,Chile,Supermarket,2205,12.37,8.15,32.44,5944.04,1,4.62,9,9126,27275.85,3361.06
2026-03-23,Axe,Shampoo,Dry,Straight,Brazil,Supermarket,2657,12.65,3.91,13.61,5186.5,1,3.99,47,14821,33611.05,18035.68
2026-03-24,Rexona,Face Cream,Dry,Coily,Chile,Wholesale,2304,9.87,4.03,20.6,2973.18,0,4.77,96,7144,22740.48,10482.18
2026-03-25,Dove,Face Cream,Dry,Straight,Mexico,Online,2656,10.52,5.4,22.77,5658.35,1,3.55,5,19002,27941.12,7940.37
2026-03-26,Lux,Body Wash,Combination,Straight,Colombia,Wholesale,537,9.22,1.46,26.2,5782.13,1,3.5,110,20525,4951.14,-1615.01
2026-03-27,Axe,Body Wash,Normal,Coily,Mexico,Wholesale,4124,16.3,2.68,33.08,4827.46,1,4.33,66,22742,67221.2,51341.42
2026-03-28,Rexona,Hair Mask,Dry,Curly,Brazil,Online,2749,17.94,2.6,24.36,4676.71,1,4.75,50,3309,49317.06,37492.95
2026-03-29,Sedal,Hair Mask,Dry,Straight,Argentina,Online,947,8.02,7.67,22.15,6056.9,1,4.73,148,6056,7594.94,-5725.45
2026-03-30,Axe,Deodorant,Dry,Coily,Colombia,Online,4234,8.4,6.8,24.66,1033.9,1,3.42,55,8058,35565.6,5740.5
2026-03-31,TRESemmé,Shampoo,Sensitive,Curly,Colombia,Wholesale,5968,14.41,9.27,24.89,5255.08,1,3.3,99,14943,85998.88,25420.44
2026-04-01,Sedal,Deodorant,Combination,Wavy,Colombia,Supermarket,1282,5.5,7.25,10.05,4938.34,1,3.33,3,23476,7051.0,-7181.84
2026-04-02,Lux,Body Wash,Oily,Straight,Argentina,Pharmacy,3602,14.63,4.46,6.65,5720.4,0,4.72,117,16374,52697.26,30911.94
2026-04-03,Dove,Shampoo,Combination,Curly,Argentina,Pharmacy,3384,5.65,4.3,20.58,467.64,1,4.59,111,7277,19119.6,4100.76
2026-04-04,Lux,Face Cream,Dry,Straight,Mexico,Online,3948,9.07,1.63,32.87,2562.7,1,4.62,135,11975,35808.36,26810.42
2026-04-05,Rexona,Body Wash,Combination,Straight,Argentina,Wholesale,1172,3.27,3.58,2.12,3309.79,0,4.52,144,18047,3832.44,-3673.11
2026-04-06,TRESemmé,Shampoo,Oily,Straight,Mexico,Online,5667,12.15,2.81,27.0,4618.65,0,4.04,38,4533,68854.05,48311.13
2026-04-07,Sedal,Deodorant,Normal,Curly,Colombia,Wholesale,1499,13.36,9.08,29.44,3987.51,1,4.18,96,15511,20026.64,2428.21
2026-04-08,Axe,Shampoo,Dry,Wavy,Colombia,Online,5063,9.5,7.05,14.18,4303.64,1,4.24,84,7097,48098.5,8100.71
2026-04-09,Dove,Deodorant,Sensitive,Coily,Mexico,Wholesale,4903,6.52,6.83,34.86,4766.53,1,3.23,117,17438,31967.56,-6286.46
2026-04-10,Rexona,Body Wash,Normal,Wavy,Colombia,Pharmacy,4212,17.15,7.04,32.79,976.38,1,3.29,97,7362,72235.8,41606.94
2026-04-11,Lux,Body Wash,Normal,Coily,Argentina,Online,5393,14.12,4.57,27.8,3511.09,0,3.62,53,4802,76149.16,47992.06
